#          x       x_err           y       y_err        freq           flux       flux_err       major   major_err       minor   minor_err          PA      PA_err             RA            Dec    velocity
#     arcsec      arcsec      arcsec      arcsec         GHz            mJy            mJy      arcsec      arcsec      arcsec      arcsec      degree      degree         degree         degree        km/s
       9.577       0.000       5.654       0.000     233.406    1.45001E+00    5.29013E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     710.000
       9.577       0.000       5.654       0.000     233.398   -4.20290E+00    5.49361E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     720.000
       9.577       0.000       5.654       0.000     233.390   -3.55826E+00    5.31958E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     730.000
       9.577       0.000       5.654       0.000     233.383    2.37683E+00    5.43929E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     740.000
       9.577       0.000       5.654       0.000     233.375   -2.77923E+00    5.54079E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     750.000
       9.577       0.000       5.654       0.000     233.367    8.57305E+00    5.53159E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     760.000
       9.577       0.000       5.654       0.000     233.359   -4.23528E-01    5.40817E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     770.000
       9.577       0.000       5.654       0.000     233.351    3.02094E+00    5.38292E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     780.000
       9.577       0.000       5.654       0.000     233.343    7.73960E+00    5.50448E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     790.000
       9.577       0.000       5.654       0.000     233.336    1.23900E+00    5.50325E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     800.000
       9.577       0.000       5.654       0.000     233.328   -1.81789E+01    5.59310E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     810.000
       9.577       0.000       5.654       0.000     233.320   -1.88662E+00    5.54303E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     820.000
       9.577       0.000       5.654       0.000     233.312    1.06561E+01    5.43677E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     830.000
       9.577       0.000       5.654       0.000     233.304    5.82095E+00    5.55023E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     840.000
       9.577       0.000       5.654       0.000     233.297   -4.99841E+00    5.57986E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     850.000
       9.577       0.000       5.654       0.000     233.289   -4.48694E+00    5.49370E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     860.000
       9.577       0.000       5.654       0.000     233.281    1.16280E+00    5.60394E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     870.000
       9.577       0.000       5.654       0.000     233.273    2.82495E+00    5.66254E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     880.000
       9.577       0.000       5.654       0.000     233.265   -9.41204E+00    5.61146E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     890.000
       9.577       0.000       5.654       0.000     233.258    9.67943E+00    5.52598E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     900.000
       9.577       0.000       5.654       0.000     233.250   -1.11489E+00    5.72006E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     910.000
       9.577       0.000       5.654       0.000     233.242   -8.58798E+00    5.73222E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     920.000
       9.577       0.000       5.654       0.000     233.234    5.48534E+00    5.73845E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     930.000
       9.577       0.000       5.654       0.000     233.226   -3.24698E+00    5.77434E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     940.000
       9.577       0.000       5.654       0.000     233.219   -7.53375E+00    5.79196E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     950.000
       9.577       0.000       5.654       0.000     233.211    4.78749E+00    5.73942E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     960.000
       9.577       0.000       5.654       0.000     233.203   -9.77767E-01    5.74581E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     970.000
       9.577       0.000       5.654       0.000     233.195   -1.01862E+01    5.71226E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     980.000
       9.577       0.000       5.654       0.000     233.187    1.07029E+01    5.80971E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0390472      2.3189306     990.000
