#          x       x_err           y       y_err        freq           flux       flux_err       major   major_err       minor   minor_err          PA      PA_err             RA            Dec    velocity
#     arcsec      arcsec      arcsec      arcsec         GHz            mJy            mJy      arcsec      arcsec      arcsec      arcsec      degree      degree         degree         degree        km/s
      -1.850       0.000      -2.250       0.000     234.600   -3.68067E+00    5.78113E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -820.000
      -1.850       0.000      -2.250       0.000     234.592   -2.41928E+00    5.81255E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -810.000
      -1.850       0.000      -2.250       0.000     234.584    1.12132E+01    5.90462E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -800.000
      -1.850       0.000      -2.250       0.000     234.577   -1.57720E+00    5.69785E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -790.000
      -1.850       0.000      -2.250       0.000     234.569   -6.67492E-01    5.87112E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -780.000
      -1.850       0.000      -2.250       0.000     234.561    1.39462E+01    5.93250E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -770.000
      -1.850       0.000      -2.250       0.000     234.553    6.10479E+00    5.67066E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -760.000
      -1.850       0.000      -2.250       0.000     234.545    8.42181E+00    5.74968E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -750.000
      -1.850       0.000      -2.250       0.000     234.538   -6.83162E+00    5.93282E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -740.000
      -1.850       0.000      -2.250       0.000     234.530   -5.33890E+00    5.79658E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -730.000
      -1.850       0.000      -2.250       0.000     234.522    1.16595E+01    5.69529E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -720.000
      -1.850       0.000      -2.250       0.000     234.514    8.02257E+00    5.65141E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -710.000
      -1.850       0.000      -2.250       0.000     234.506    8.17785E-01    5.73712E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -700.000
      -1.850       0.000      -2.250       0.000     234.498    1.05624E+00    5.60320E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -690.000
      -1.850       0.000      -2.250       0.000     234.491    3.74373E+00    5.69725E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -680.000
      -1.850       0.000      -2.250       0.000     234.483   -5.32841E+00    5.59727E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -670.000
      -1.850       0.000      -2.250       0.000     234.475    1.34905E+01    5.71693E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -660.000
      -1.850       0.000      -2.250       0.000     234.467   -4.73287E+00    5.59888E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -650.000
      -1.850       0.000      -2.250       0.000     234.459    7.02282E+00    5.64085E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -640.000
      -1.850       0.000      -2.250       0.000     234.452   -4.47438E+00    5.62727E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -630.000
      -1.850       0.000      -2.250       0.000     234.444   -2.56789E+00    5.64145E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -620.000
      -1.850       0.000      -2.250       0.000     234.436    5.91611E-01    5.83214E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -610.000
      -1.850       0.000      -2.250       0.000     234.428    6.02132E-01    5.78027E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -600.000
      -1.850       0.000      -2.250       0.000     234.420    7.52986E+00    5.64410E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -590.000
      -1.850       0.000      -2.250       0.000     234.413   -1.06843E+00    5.76655E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -580.000
      -1.850       0.000      -2.250       0.000     234.405   -7.48564E+00    5.69514E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -570.000
      -1.850       0.000      -2.250       0.000     234.397    4.50010E+00    5.71316E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -560.000
      -1.850       0.000      -2.250       0.000     234.389   -9.99156E+00    5.76684E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -550.000
      -1.850       0.000      -2.250       0.000     234.381    1.91842E+01    5.78536E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -540.000
      -1.850       0.000      -2.250       0.000     234.374    6.25070E+00    5.78059E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -530.000
      -1.850       0.000      -2.250       0.000     234.366    3.52926E+00    5.75273E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -520.000
      -1.850       0.000      -2.250       0.000     234.358    1.54852E+01    5.87351E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -510.000
      -1.850       0.000      -2.250       0.000     234.350   -3.58318E+00    5.78469E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -500.000
      -1.850       0.000      -2.250       0.000     234.342   -4.95025E+00    5.75262E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -490.000
      -1.850       0.000      -2.250       0.000     234.335    4.61398E-01    5.67837E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -480.000
      -1.850       0.000      -2.250       0.000     234.327    1.98563E+00    5.77266E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -470.000
      -1.850       0.000      -2.250       0.000     234.319   -5.97517E+00    5.72027E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -460.000
      -1.850       0.000      -2.250       0.000     234.311   -2.08157E+00    5.89678E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -450.000
      -1.850       0.000      -2.250       0.000     234.303   -1.85659E+00    5.73628E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -440.000
      -1.850       0.000      -2.250       0.000     234.296    3.75048E+00    5.66956E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -430.000
      -1.850       0.000      -2.250       0.000     234.288   -1.72353E+00    5.70581E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -420.000
      -1.850       0.000      -2.250       0.000     234.280    1.27303E+00    5.78159E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -410.000
      -1.850       0.000      -2.250       0.000     234.272   -5.07073E+00    5.63524E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -400.000
      -1.850       0.000      -2.250       0.000     234.264   -5.87258E+00    5.68147E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -390.000
      -1.850       0.000      -2.250       0.000     234.257   -3.76961E+00    5.60595E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -380.000
      -1.850       0.000      -2.250       0.000     234.249   -3.14219E+00    5.55973E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -370.000
      -1.850       0.000      -2.250       0.000     234.241    4.48626E+00    5.69166E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -360.000
      -1.850       0.000      -2.250       0.000     234.233    6.26996E+00    5.54297E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -350.000
      -1.850       0.000      -2.250       0.000     234.225    3.55880E+00    5.56503E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -340.000
      -1.850       0.000      -2.250       0.000     234.218    8.37811E+00    5.48239E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -330.000
      -1.850       0.000      -2.250       0.000     234.210    4.81514E+00    5.42545E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -320.000
      -1.850       0.000      -2.250       0.000     234.202    6.52010E-01    5.52598E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -310.000
      -1.850       0.000      -2.250       0.000     234.194   -1.02000E+00    5.47589E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -300.000
      -1.850       0.000      -2.250       0.000     234.186   -6.93285E+00    5.56391E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -290.000
      -1.850       0.000      -2.250       0.000     234.179    4.56413E+00    5.45727E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -280.000
      -1.850       0.000      -2.250       0.000     234.171   -6.57094E+00    5.44980E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -270.000
      -1.850       0.000      -2.250       0.000     234.163    6.61464E+00    5.36205E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -260.000
      -1.850       0.000      -2.250       0.000     234.155   -9.29563E+00    5.43579E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -250.000
      -1.850       0.000      -2.250       0.000     234.147   -3.20443E+00    5.49958E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -240.000
      -1.850       0.000      -2.250       0.000     234.139   -1.18025E+01    5.48576E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -230.000
      -1.850       0.000      -2.250       0.000     234.132   -2.55342E+00    5.51140E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -220.000
      -1.850       0.000      -2.250       0.000     234.124   -2.82282E+00    5.35396E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -210.000
      -1.850       0.000      -2.250       0.000     234.116   -5.46161E-01    5.42026E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -200.000
      -1.850       0.000      -2.250       0.000     234.108    7.95055E+00    5.31914E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -190.000
      -1.850       0.000      -2.250       0.000     234.100    4.71556E-01    5.29183E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -180.000
      -1.850       0.000      -2.250       0.000     234.093    7.26945E+00    5.45861E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -170.000
      -1.850       0.000      -2.250       0.000     234.085    2.96071E-01    5.45445E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -160.000
      -1.850       0.000      -2.250       0.000     234.077   -2.00829E-03    5.44762E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -150.000
      -1.850       0.000      -2.250       0.000     234.069   -1.30169E+00    5.49659E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -140.000
      -1.850       0.000      -2.250       0.000     234.061   -1.06844E+01    5.46217E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -130.000
      -1.850       0.000      -2.250       0.000     234.054   -6.96788E+00    5.51634E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -120.000
      -1.850       0.000      -2.250       0.000     234.046    4.24817E+00    5.42505E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -110.000
      -1.850       0.000      -2.250       0.000     234.038   -1.09885E+00    5.37883E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350    -100.000
      -1.850       0.000      -2.250       0.000     234.030   -6.03500E+00    5.28803E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     -90.000
      -1.850       0.000      -2.250       0.000     234.022   -7.63494E+00    5.47013E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     -80.000
      -1.850       0.000      -2.250       0.000     234.015   -1.14933E+01    5.54824E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     -70.000
      -1.850       0.000      -2.250       0.000     234.007   -4.38735E+00    5.57670E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     -60.000
      -1.850       0.000      -2.250       0.000     233.999    4.53918E+00    5.66137E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     -50.000
      -1.850       0.000      -2.250       0.000     233.991    8.56394E+00    5.69625E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     -40.000
      -1.850       0.000      -2.250       0.000     233.983    2.49406E+00    5.69398E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     -30.000
      -1.850       0.000      -2.250       0.000     233.976   -5.29449E+00    5.80661E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     -20.000
      -1.850       0.000      -2.250       0.000     233.968   -3.86096E+00    5.67182E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     -10.000
      -1.850       0.000      -2.250       0.000     233.960   -3.12286E+00    5.93395E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350       0.000
      -1.850       0.000      -2.250       0.000     233.952    1.01295E+01    5.77683E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350      10.000
      -1.850       0.000      -2.250       0.000     233.944    5.74723E+00    5.64213E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350      20.000
      -1.850       0.000      -2.250       0.000     233.937    2.11641E+00    5.79958E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350      30.000
      -1.850       0.000      -2.250       0.000     233.929    1.39281E+00    6.40527E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350      40.000
      -1.850       0.000      -2.250       0.000     233.921   -2.51115E+00    5.80376E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350      50.000
      -1.850       0.000      -2.250       0.000     233.913    2.42137E+00    5.81389E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350      60.000
      -1.850       0.000      -2.250       0.000     233.905    3.60435E+00    5.65046E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350      70.000
      -1.850       0.000      -2.250       0.000     233.898    1.79633E+00    5.71304E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350      80.000
      -1.850       0.000      -2.250       0.000     233.890    3.76834E+00    5.57313E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350      90.000
      -1.850       0.000      -2.250       0.000     233.882    7.78024E+00    5.73000E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     100.000
      -1.850       0.000      -2.250       0.000     233.874    4.27796E+00    5.72034E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     110.000
      -1.850       0.000      -2.250       0.000     233.866    3.30018E+00    5.61925E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     120.000
      -1.850       0.000      -2.250       0.000     233.859    3.09477E+00    5.57879E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     130.000
      -1.850       0.000      -2.250       0.000     233.851    4.85550E+00    5.57291E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     140.000
      -1.850       0.000      -2.250       0.000     233.843   -2.24960E+00    5.61436E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     150.000
      -1.850       0.000      -2.250       0.000     233.835   -2.67742E+00    5.53207E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     160.000
      -1.850       0.000      -2.250       0.000     233.827   -1.23019E+01    5.48454E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     170.000
      -1.850       0.000      -2.250       0.000     233.820   -9.07081E+00    5.42064E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     180.000
      -1.850       0.000      -2.250       0.000     233.812   -7.49722E+00    5.60911E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     190.000
      -1.850       0.000      -2.250       0.000     233.804   -3.33442E+00    5.46113E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     200.000
      -1.850       0.000      -2.250       0.000     233.796    4.22971E+00    5.49906E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     210.000
      -1.850       0.000      -2.250       0.000     233.788   -7.68847E+00    5.49596E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     220.000
      -1.850       0.000      -2.250       0.000     233.781    4.49842E+00    5.39972E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     230.000
      -1.850       0.000      -2.250       0.000     233.773    2.15817E+00    5.48844E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     240.000
      -1.850       0.000      -2.250       0.000     233.765   -3.59397E+00    5.57452E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     250.000
      -1.850       0.000      -2.250       0.000     233.757    3.94872E+00    5.42860E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     260.000
      -1.850       0.000      -2.250       0.000     233.749   -1.36632E+01    5.43239E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     270.000
      -1.850       0.000      -2.250       0.000     233.741    5.10542E-01    5.60460E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     280.000
      -1.850       0.000      -2.250       0.000     233.734    6.66203E+00    5.52564E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     290.000
      -1.850       0.000      -2.250       0.000     233.726    4.67715E+00    5.46597E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     300.000
      -1.850       0.000      -2.250       0.000     233.718    4.57992E-01    5.39619E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     310.000
      -1.850       0.000      -2.250       0.000     233.710    7.64559E+00    5.48147E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     320.000
      -1.850       0.000      -2.250       0.000     233.702    1.99846E-01    5.36990E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     330.000
      -1.850       0.000      -2.250       0.000     233.695   -8.45864E+00    5.45171E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     340.000
      -1.850       0.000      -2.250       0.000     233.687    1.47422E+01    5.48845E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     350.000
      -1.850       0.000      -2.250       0.000     233.679   -3.04413E-01    5.24305E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     360.000
      -1.850       0.000      -2.250       0.000     233.671   -9.53411E+00    5.27544E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     370.000
      -1.850       0.000      -2.250       0.000     233.663   -4.02228E+00    5.47860E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     380.000
      -1.850       0.000      -2.250       0.000     233.656    1.43029E+00    5.32353E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     390.000
      -1.850       0.000      -2.250       0.000     233.648   -3.74815E+00    5.19045E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     400.000
      -1.850       0.000      -2.250       0.000     233.640    1.35485E+00    5.28643E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     410.000
      -1.850       0.000      -2.250       0.000     233.632   -9.45444E+00    5.36515E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     420.000
      -1.850       0.000      -2.250       0.000     233.624   -9.87845E+00    5.32308E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     430.000
      -1.850       0.000      -2.250       0.000     233.617   -1.96398E+00    5.30665E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     440.000
      -1.850       0.000      -2.250       0.000     233.609    1.23217E+00    5.36621E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     450.000
      -1.850       0.000      -2.250       0.000     233.601    8.92093E-01    5.16040E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     460.000
      -1.850       0.000      -2.250       0.000     233.593   -1.14477E+01    5.37375E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     470.000
      -1.850       0.000      -2.250       0.000     233.585   -9.26342E+00    5.29315E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     480.000
      -1.850       0.000      -2.250       0.000     233.578    1.30468E+00    5.26945E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     490.000
      -1.850       0.000      -2.250       0.000     233.570    3.59642E+00    5.32390E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     500.000
      -1.850       0.000      -2.250       0.000     233.562   -8.95787E-01    5.38147E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     510.000
      -1.850       0.000      -2.250       0.000     233.554   -2.06492E+00    5.10061E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     520.000
      -1.850       0.000      -2.250       0.000     233.546    2.49430E+00    5.34372E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     530.000
      -1.850       0.000      -2.250       0.000     233.539   -6.02079E+00    5.42619E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     540.000
      -1.850       0.000      -2.250       0.000     233.531    3.70406E+00    5.31766E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     550.000
      -1.850       0.000      -2.250       0.000     233.523    1.54154E+01    5.33513E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     560.000
      -1.850       0.000      -2.250       0.000     233.515    1.32670E+00    5.46394E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     570.000
      -1.850       0.000      -2.250       0.000     233.507   -1.80233E+01    5.57019E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     580.000
      -1.850       0.000      -2.250       0.000     233.500    3.05322E+00    5.46653E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     590.000
      -1.850       0.000      -2.250       0.000     233.492    4.47333E+00    5.52251E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     600.000
      -1.850       0.000      -2.250       0.000     233.484   -2.74875E+00    5.38411E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     610.000
      -1.850       0.000      -2.250       0.000     233.476   -1.28040E+00    5.47906E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     620.000
      -1.850       0.000      -2.250       0.000     233.468   -2.92659E+00    5.48917E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     630.000
      -1.850       0.000      -2.250       0.000     233.461   -3.44503E+00    5.37102E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     640.000
      -1.850       0.000      -2.250       0.000     233.453    2.10870E+00    5.32124E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     650.000
      -1.850       0.000      -2.250       0.000     233.445    7.05537E+00    5.44869E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     660.000
      -1.850       0.000      -2.250       0.000     233.437    6.23569E+00    5.52034E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     670.000
      -1.850       0.000      -2.250       0.000     233.429    1.08194E+01    5.43355E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     680.000
      -1.850       0.000      -2.250       0.000     233.422    5.87882E+00    5.43802E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     690.000
      -1.850       0.000      -2.250       0.000     233.414    6.23940E+00    5.29252E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     700.000
